03142,11,09,11,01,0000,0000,05736
03167,11,09,13,01,0000,0000,05763
03111,11,09,13,01,0000,0000,05707
00315,11,09,13,01,0000,0000,02911
00155,11,09,13,01,0000,0000,02751
03106,11,09,13,02,0000,0000,05958
03107,11,09,13,02,0000,0000,05959
03113,11,09,13,02,0000,0000,05965
00509,11,09,13,10,0000,0000,06945
00322,11,09,13,30,0000,0000,14950
00646,11,09,13,30,0000,0000,15274
00040,11,09,13,30,0000,0000,14668
03132,11,09,13,30,0000,0000,17760
00134,11,09,13,31,0000,0000,15018
00153,11,09,13,31,0000,0000,15037
00156,11,09,13,31,0000,0000,15040
00907,11,09,13,31,0000,0000,15791
03205,11,09,13,31,0000,0000,18089
03245,11,09,13,31,0000,0000,18129
03236,11,09,13,31,0000,0000,18120
00181,11,09,13,31,0000,0000,15065
00176,11,09,13,31,0000,0000,15060
03112,11,09,13,31,0000,0000,17996
03223,11,09,13,31,0000,0000,18107
00225,11,09,13,31,0000,0000,15109
03248,11,09,13,31,0000,0000,18132
00020,11,09,13,31,0000,0000,14904
03103,11,09,13,31,0000,0000,17987
03246,11,09,13,31,0000,0000,18130
03134,11,09,13,31,0000,0000,18018
00116,11,09,13,31,0000,0000,15000
00010,11,09,13,31,0000,0000,14894
00162,11,09,13,31,0000,0000,15046
03247,11,09,13,31,0000,0000,18131
03140,11,09,13,31,0000,0000,18024
03242,11,09,13,31,0000,0000,18126
03251,11,09,13,31,0000,0000,18135
00216,11,09,13,31,0000,0000,15100
00270,11,09,13,31,0000,0000,15154
00505,11,09,13,32,0000,0000,15645
00114,11,09,13,32,0000,0000,15254
03243,11,09,13,32,0000,0000,18383
00682,11,09,13,32,0000,0000,15822
00050,11,09,13,32,0000,0000,15190
03166,11,09,13,32,0000,0000,18306
03244,11,09,13,32,0000,0000,18384
03115,11,09,13,32,0000,0000,18255
03238,11,09,13,32,0000,0000,18378
03153,11,09,13,32,0000,0000,18293
00240,11,09,13,32,0000,0000,15380
00261,11,09,13,32,0000,0000,15401
03182,11,09,13,32,0000,0000,18322
00017,11,09,13,32,0000,0000,15157
03250,11,09,13,32,0000,0000,18390
03201,11,09,13,33,0000,0000,18597
00120,11,09,13,33,0000,0000,15516
03237,11,09,13,33,0000,0000,18633
03186,11,09,13,33,0000,0000,18582
03219,11,09,13,33,0000,0000,18615
03219,11,09,13,33,0000,0000,18615
00178,11,09,13,33,0000,0000,15574
00012,11,09,13,33,0000,0000,15408
00222,11,09,13,33,0000,0000,15618
03126,11,09,13,33,0000,0000,18522
00003,11,09,13,34,0000,0000,15655
00324,11,09,13,34,0000,0000,15976
00171,11,09,13,34,0000,0000,15823
03160,11,09,13,35,0000,0000,19068
00502,11,09,13,35,0000,0000,16410
00230,11,09,13,35,0000,0000,16138
00100,11,09,13,37,0000,0000,16520
01014,11,09,13,38,0000,0000,17690
00272,11,09,13,43,0000,0000,19764
00315,11,09,13,53,0000,0000,23903
03113,11,09,13,53,0000,0000,26701
03107,11,09,13,53,0000,0000,26695
00155,11,09,13,54,0000,0000,23999
00155,11,09,13,54,0000,0000,23999
03167,11,09,13,57,0000,0000,27779
03106,11,09,14,00,0000,0000,05447
03111,11,09,14,00,0000,0000,05452
00300,11,09,14,01,0000,0000,02897
00301,11,09,14,01,0000,0000,02898
00217,11,09,14,02,0000,0000,03070
00321,11,09,14,02,0000,0000,03174
04110,11,09,14,02,0000,0000,06963
00312,11,09,14,02,0000,0000,03165
03228,11,09,14,03,0000,0000,06337
00501,11,09,14,05,0000,0000,04122
00511,11,09,14,06,0000,0000,04388
00504,11,09,14,07,0000,0000,04637
08888,11,09,14,07,0000,0000,13021
00248,11,09,14,07,0000,0000,04381
00510,11,09,14,09,0000,0000,05155
03182,11,09,14,47,0000,0000,23699
00178,11,09,14,47,0000,0000,20695
00050,11,09,14,47,0000,0000,20567
00017,11,09,14,47,0000,0000,20534
03153,11,09,14,48,0000,0000,23926
00121,11,09,14,48,0000,0000,20894
03142,11,09,14,48,0000,0000,23915
00646,11,09,14,48,0000,0000,21419
00270,11,09,14,48,0000,0000,21043
00040,11,09,14,49,0000,0000,21069
03201,11,09,14,49,0000,0000,24230
03247,11,09,14,49,0000,0000,24276
03223,11,09,14,49,0000,0000,24252
00176,11,09,14,49,0000,0000,21205
03219,11,09,14,50,0000,0000,26040
00682,11,09,14,51,0000,0000,23759
03237,11,09,14,51,0000,0000,26314
03237,11,09,14,52,0000,0000,26570
03237,11,09,14,52,0000,0000,26570
00216,11,09,14,52,0000,0000,23549
03243,11,09,14,52,0000,0000,26576
03244,11,09,14,52,0000,0000,26577
00162,11,09,14,53,0000,0000,23751
00240,11,09,14,53,0000,0000,23829
03134,11,09,14,53,0000,0000,26723
03205,11,09,14,54,0000,0000,27050
00230,11,09,14,54,0000,0000,24075
03103,11,09,14,54,0000,0000,26948
03248,11,09,14,54,0000,0000,27093
00217,11,09,14,54,0000,0000,24062
03126,11,09,14,54,0000,0000,26971
03246,11,09,14,54,0000,0000,27091
03112,11,09,14,55,0000,0000,27213
03115,11,09,14,55,0000,0000,27216
03250,11,09,14,55,0000,0000,27351
03251,11,09,14,55,0000,0000,27352
03242,11,09,14,55,0000,0000,27343
04110,11,09,14,55,0000,0000,28211
00320,11,09,14,55,0000,0000,24421
03186,11,09,14,56,0000,0000,27543
00181,11,09,14,56,0000,0000,24538
03132,11,09,14,56,0000,0000,27489
00257,11,09,14,57,0000,0000,24870
00321,11,09,14,57,0000,0000,24934
00114,11,09,14,57,0000,0000,24727
00010,11,09,14,57,0000,0000,24623
00153,11,09,14,57,0000,0000,24766
00100,11,09,14,57,0000,0000,24713
00120,11,09,14,57,0000,0000,24733
00322,11,09,14,57,0000,0000,24935
03177,11,09,14,57,0000,0000,27790
00312,11,09,14,57,0000,0000,24925
00225,11,09,14,57,0000,0000,24838
00020,11,09,14,58,0000,0000,24889
03125,11,09,14,58,0000,0000,27994
03238,11,09,14,58,0000,0000,28107
03236,11,09,14,58,0000,0000,28105
00505,11,09,14,58,0000,0000,25374
00171,11,09,14,58,0000,0000,25040
03160,11,09,14,58,0000,0000,28029
00301,11,09,14,59,0000,0000,25426
00300,11,09,14,59,0000,0000,25425
00261,11,09,14,59,0000,0000,25386
03228,11,09,14,59,0000,0000,28353
03245,11,09,14,59,0000,0000,28370
00012,11,09,15,00,0000,0000,02354
00003,11,09,15,01,0000,0000,02601
03140,11,09,15,01,0001,0000,05739
00324,11,09,15,01,0000,0000,02922
00272,11,09,15,02,0000,0000,03126
03166,11,09,15,02,0000,0000,06020
00156,11,09,15,02,0000,0000,03010
00502,11,09,15,17,0000,0000,08732
00121,11,09,15,19,0000,0000,08863
01014,11,09,15,39,0000,0000,17948
00511,11,09,15,58,0000,0000,25381
00501,11,09,15,58,0000,0000,25371
00504,11,09,16,01,0000,0000,03103
00248,11,09,16,01,0000,0000,02847
00510,11,09,16,03,0000,0000,03621
08888,11,09,16,05,0000,0000,12511
00324,11,09,17,24,0000,0000,11884
00248,11,09,19,18,0000,0000,08738
00511,11,09,19,24,0000,0000,12073
00324,11,09,19,29,0000,0000,13166
00504,11,09,19,32,0000,0000,15650
08888,11,09,19,46,0000,0000,29154
00510,11,09,20,08,0000,0000,04911
00501,11,09,20,52,0000,0000,23846
00162,11,09,20,59,0000,0000,25299
00178,11,09,20,59,0000,0000,25315
00320,11,09,20,59,0000,0000,25457
03238,11,09,20,59,0000,0000,28375
03219,11,09,20,59,0000,0000,28356
03245,11,09,20,59,0000,0000,28382
03223,11,09,20,59,0000,0000,28360
00010,11,09,20,59,0000,0000,25147
03112,11,09,20,59,0000,0000,28249
03205,11,09,20,59,0000,0000,28342
00176,11,09,20,59,0000,0000,25313
00646,11,09,20,59,0000,0000,25783
00020,11,09,20,59,0000,0000,25157
00040,11,09,21,00,0000,0000,02394
03246,11,09,21,00,0000,0000,05600
00003,11,09,21,00,0000,0000,02357
03248,11,09,21,00,0000,0000,05602
00216,11,09,21,00,0000,0000,02570
03134,11,09,21,00,0000,0000,05488
00155,11,09,21,00,0000,0000,02509
00155,11,09,21,00,0000,0000,02509
03107,11,09,21,00,0000,0000,05461
00181,11,09,21,00,0000,0000,02535
03236,11,09,21,00,0000,0000,05590
03242,11,09,21,00,0000,0000,05596
00324,11,09,21,00,0000,0000,02678
00225,11,09,21,00,0000,0000,02579
03251,11,09,21,00,0000,0000,05605
03247,11,09,21,00,0000,0000,05601
00240,11,09,21,00,0000,0000,02594
03126,11,09,21,00,0000,0000,05480
03126,11,09,21,00,0000,0000,05480
03142,11,09,21,00,0000,0000,05496
03142,11,09,21,00,0000,0000,05496
00270,11,09,21,00,0000,0000,02624
00050,11,09,21,01,0000,0000,02660
03153,11,09,21,01,0000,0000,05763
03250,11,09,21,01,0000,0000,05860
00114,11,09,21,01,0000,0000,02724
00017,11,09,21,01,0000,0000,02627
03182,11,09,21,01,0000,0000,05792
03186,11,09,21,01,0000,0000,05796
03244,11,09,21,01,0000,0000,05854
03113,11,09,21,01,0000,0000,05723
00261,11,09,21,01,0000,0000,02871
00312,11,09,21,01,0000,0000,02922
00682,11,09,21,01,0000,0000,03292
03177,11,09,21,01,0000,0000,05787
00153,11,09,21,01,0000,0000,02763
00156,11,09,21,02,0000,0000,03022
00261,11,09,21,02,0000,0000,03127
00502,11,09,21,02,0000,0000,03368
00257,11,09,21,02,0000,0000,03123
00315,11,09,21,02,0000,0000,03181
00012,11,09,21,03,0000,0000,03134
00120,11,09,21,03,0000,0000,03242
03125,11,09,21,14,0000,0000,10599
03201,11,09,21,17,0000,0000,11443
03132,11,09,21,17,0000,0000,11374
03103,11,09,21,29,0000,0000,15953
03166,11,09,21,30,0000,0000,17808
03140,11,09,21,37,0000,0000,19574
03160,11,09,21,44,0000,0000,22922
03237,11,09,21,45,0000,0000,23255
00121,11,09,21,45,0000,0000,20139
03228,11,09,21,52,0000,0000,26574
04110,11,09,22,00,0000,0000,06465
03106,11,09,22,00,0000,0000,05461
03111,11,09,22,00,0000,0000,05466
03111,11,09,22,00,0000,0000,05466
00321,11,09,22,00,0000,0000,02676
00300,11,09,22,00,0000,0000,02655
00272,11,09,22,00,0000,0000,02627
00301,11,09,22,00,0000,0000,02656
00171,11,09,22,00,0000,0000,02526
00217,11,09,22,01,0000,0000,02828
00100,11,09,22,03,0000,0000,03223
03167,11,09,22,08,0000,0000,07570
01014,11,09,22,10,0000,0000,07465
00230,11,09,23,10,0000,0000,06682
00322,11,09,23,10,0000,0000,06774
00100,11,10,07,11,0000,0000,08572
03247,11,10,07,15,0000,0000,12743
00270,11,10,07,18,0000,0000,10534
00012,11,10,07,18,0000,0000,10276
03205,11,10,07,19,0000,0000,13725
00502,11,10,07,19,0000,0000,11022
03134,11,10,07,19,0000,0000,13654
03223,11,10,07,20,0000,0000,15535
03237,11,10,07,20,0000,0000,15549
03142,11,10,07,21,0000,0000,15710
03126,11,10,07,21,0000,0000,15694
00315,11,10,07,21,0000,0000,12883
03182,11,10,07,22,0000,0000,16006
00240,11,10,07,22,0000,0000,13064
03153,11,10,07,22,0000,0000,15977
03250,11,10,07,22,0000,0000,16074
00299,11,10,07,22,0000,0000,13123
00315,11,10,07,23,0000,0000,13395
00907,11,10,07,23,0000,0000,13987
00155,11,10,07,23,0000,0000,13235
00176,11,10,07,23,0000,0000,13256
03201,11,10,07,23,0000,0000,16281
00040,11,10,07,23,0000,0000,13120
03177,11,10,07,23,0000,0000,16257
00217,11,10,07,23,0000,0000,13297
00301,11,10,07,24,0000,0000,13637
03219,11,10,07,24,0000,0000,16555
00178,11,10,07,24,0000,0000,13514
00300,11,10,07,24,0000,0000,13636
00312,11,10,07,24,0000,0000,13648
03106,11,10,07,24,0000,0000,16442
03103,11,10,07,24,0000,0000,16439
04110,11,10,07,24,0000,0000,17446
03111,11,10,07,24,0000,0000,16447
00682,11,10,07,24,0000,0000,14018
03167,11,10,07,25,0000,0000,16759
00646,11,10,07,25,0000,0000,14238
03251,11,10,07,25,0000,0000,16843
03242,11,10,07,25,0000,0000,16834
03238,11,10,07,25,0000,0000,16830
00216,11,10,07,25,0000,0000,13808
00181,11,10,07,26,0000,0000,14029
03244,11,10,07,26,0000,0000,17092
00505,11,10,07,26,0000,0000,14353
03246,11,10,07,26,0000,0000,17094
00116,11,10,07,26,0000,0000,13964
00120,11,10,07,26,0000,0000,13968
03113,11,10,07,26,0000,0000,16961
00225,11,10,07,26,0000,0000,14073
00321,11,10,07,26,0000,0000,14169
03132,11,10,07,26,0000,0000,16980
00171,11,10,07,26,0000,0000,14019
03236,11,10,07,26,0000,0000,17084
03107,11,10,07,27,0000,0000,17211
00322,11,10,07,27,0000,0000,14426
00114,11,10,07,27,0000,0000,14218
00222,11,10,07,27,0000,0000,14326
00121,11,10,07,27,0000,0000,14225
00003,11,10,07,27,0000,0000,14107
00153,11,10,07,27,0000,0000,14257
00010,11,10,07,27,0000,0000,14114
03248,11,10,07,27,0000,0000,17352
00261,11,10,07,28,0000,0000,14621
03112,11,10,07,28,0000,0000,17472
03186,11,10,07,28,0000,0000,17546
00272,11,10,07,29,0000,0000,14888
03228,11,10,07,29,0000,0000,17844
03140,11,10,07,29,0000,0000,17756
03166,11,10,07,30,0000,0000,19574
00230,11,10,07,30,0000,0000,16638
00156,11,10,07,30,0000,0000,16564
03245,11,10,07,32,0000,0000,20165
03160,11,10,07,33,0000,0000,20336
03243,11,10,07,55,0000,0000,29123
01014,11,10,08,00,0000,0000,05135
03146,11,10,08,03,0000,0000,08035
00501,11,10,08,21,0000,0000,13070
00504,11,10,08,32,0000,0000,17425
00509,11,10,08,35,0000,0000,18198
00248,11,10,09,00,0000,0000,04370
00511,11,10,09,00,0000,0000,04633
08888,11,10,09,06,0000,0000,14546
00510,11,10,09,07,0000,0000,06424
03167,11,10,11,08,0000,0000,09345
00509,11,10,13,11,0000,0000,08993
00322,11,10,13,31,0000,0000,16998
03132,11,10,13,31,0000,0000,19808
00646,11,10,13,31,0000,0000,17322
03223,11,10,13,31,0000,0000,19899
03134,11,10,13,31,0000,0000,19810
03247,11,10,13,31,0000,0000,19923
03112,11,10,13,31,0000,0000,19788
00040,11,10,13,32,0000,0000,16972
03140,11,10,13,32,0000,0000,20072
03107,11,10,13,32,0000,0000,20039
03205,11,10,13,32,0000,0000,20137
00003,11,10,13,32,0000,0000,16935
03142,11,10,13,32,0000,0000,20074
00010,11,10,13,32,0000,0000,16942
00153,11,10,13,32,0000,0000,17085
00225,11,10,13,32,0000,0000,17157
03103,11,10,13,32,0000,0000,20035
00270,11,10,13,32,0000,0000,17202
00156,11,10,13,32,0000,0000,17088
03245,11,10,13,32,0000,0000,20177
00116,11,10,13,32,0000,0000,17048
00116,11,10,13,32,0000,0000,17048
00261,11,10,13,32,0000,0000,17193
00299,11,10,13,32,0000,0000,17231
00240,11,10,13,33,0000,0000,17428
03243,11,10,13,33,0000,0000,20431
03244,11,10,13,33,0000,0000,20432
00114,11,10,13,33,0000,0000,17302
03248,11,10,13,33,0000,0000,20436
03250,11,10,13,33,0000,0000,20438
00907,11,10,13,33,0000,0000,18095
00300,11,10,13,33,0000,0000,17488
03246,11,10,13,33,0000,0000,20434
00301,11,10,13,33,0000,0000,17489
03251,11,10,13,33,0000,0000,20439
03242,11,10,13,33,0000,0000,20430
00181,11,10,13,33,0000,0000,17369
03236,11,10,13,33,0000,0000,20424
03219,11,10,13,33,0000,0000,20407
03113,11,10,13,33,0000,0000,20301
03166,11,10,13,33,0000,0000,20354
00682,11,10,13,33,0000,0000,17870
00120,11,10,13,33,0000,0000,17308
03153,11,10,13,33,0000,0000,20341
03238,11,10,13,33,0000,0000,20426
00312,11,10,13,33,0000,0000,17500
00222,11,10,13,33,0000,0000,17410
03186,11,10,13,34,0000,0000,20630
00176,11,10,13,34,0000,0000,17620
00155,11,10,13,34,0000,0000,17599
00216,11,10,13,34,0000,0000,17660
00155,11,10,13,34,0000,0000,17599
00217,11,10,13,34,0000,0000,17661
00012,11,10,13,34,0000,0000,17456
00178,11,10,13,34,0000,0000,17622
03237,11,10,13,34,0000,0000,20681
03182,11,10,13,34,0000,0000,20626
03201,11,10,13,34,0000,0000,20645
03126,11,10,13,35,0000,0000,20826
03160,11,10,13,36,0000,0000,21116
00171,11,10,13,36,0000,0000,18127
00502,11,10,13,37,0000,0000,18714
01014,11,10,13,47,0000,0000,23322
00100,11,10,13,49,0000,0000,22920
00230,11,10,13,52,0000,0000,25354
00272,11,10,14,00,0000,0000,04405
00321,11,10,14,01,0000,0000,04710
03111,11,10,14,01,0000,0000,07500
03106,11,10,14,01,0000,0000,07495
03146,11,10,14,01,0000,0000,07535
04110,11,10,14,01,0000,0000,08499
03177,11,10,14,03,0000,0000,08078
00315,11,10,14,03,0000,0000,05216
03228,11,10,14,05,0000,0000,08641
08888,11,10,14,09,0000,0000,15325
00504,11,10,14,09,0000,0000,06941
00248,11,10,14,09,0000,0000,06685
00510,11,10,14,09,0000,0000,06947
00501,11,10,14,09,0000,0000,06938
00511,11,10,14,10,0000,0000,08740
00121,11,10,14,10,0000,0000,08350
03219,11,10,14,49,0000,0000,26040
00315,11,10,14,49,0000,0000,23136
00270,11,10,14,49,0000,0000,23091
03223,11,10,14,50,0000,0000,27836
03182,11,10,14,51,0000,0000,28051
00178,11,10,14,51,0000,0000,25047
03201,11,10,14,51,0000,0000,28070
00176,11,10,14,51,0000,0000,25045
00040,11,10,14,51,0000,0000,24909
03113,11,10,14,51,0000,0000,27982
03160,11,10,14,52,0000,0000,28285
03248,11,10,14,53,0000,0000,28629
00216,11,10,14,53,0000,0000,25597
03186,11,10,14,53,0000,0000,28567
03237,11,10,14,53,0000,0000,28618
00100,11,10,14,53,0000,0000,25481
00155,11,10,14,53,0000,0000,25536
00050,11,10,14,53,0000,0000,25431
00050,11,10,14,53,0000,0000,25431
03107,11,10,14,53,0000,0000,28488
03111,11,10,14,55,0000,0000,29004
00217,11,10,14,55,0000,0000,26110
00003,11,10,14,55,0000,0000,25896
00153,11,10,14,55,0000,0000,26046
04110,11,10,14,55,0000,0000,30003
00114,11,10,14,55,0000,0000,26007
00321,11,10,14,55,0000,0000,26214
03134,11,10,14,55,0000,0000,29027
03205,11,10,14,56,0000,0000,29354
03126,11,10,14,56,0000,0000,29275
00322,11,10,14,56,0000,0000,26471
00010,11,10,14,56,0000,0000,26159
03142,11,10,14,56,0000,0000,29291
00121,11,10,14,56,0000,0000,26270
03146,11,10,14,56,0000,0000,29295
00156,11,10,14,56,0000,0000,26305
03132,11,10,14,56,0000,0000,29281
03112,11,10,14,57,0000,0000,29517
00301,11,10,14,57,0000,0000,26706
00261,11,10,14,57,0000,0000,26666
00312,11,10,14,57,0000,0000,26717
03177,11,10,14,57,0000,0000,29582
00300,11,10,14,57,0000,0000,26705
00181,11,10,14,58,0000,0000,26842
03125,11,10,14,58,0000,0000,29786
00230,11,10,14,58,0000,0000,26891
00225,11,10,14,58,0000,0000,26886
00171,11,10,14,59,0000,0000,27088
03236,11,10,14,59,0000,0000,30153
03236,11,10,14,59,0000,0000,30153
00120,11,10,14,59,0000,0000,27037
00012,11,10,15,00,0000,0000,04146
03103,11,10,15,00,0000,0000,07237
03166,11,10,15,00,0000,0000,07300
00272,11,10,15,00,0000,0000,04406
03140,11,10,15,00,0000,0000,07274
03140,11,10,15,00,0000,0000,07274
03228,11,10,15,00,0000,0000,07362
03186,11,10,15,00,0000,0000,07320
01014,11,10,15,05,0000,0000,06428
00505,11,10,15,06,0000,0000,06175
